lexicon,specific,word
sentiment,negative_lexicon,enrag
sentiment,negative_lexicon,enrag
sentiment,negative_lexicon,envie
sentiment,negative_lexicon,envie
sentiment,negative_lexicon,envious
sentiment,negative_lexicon,envious
sentiment,negative_lexicon,envy
sentiment,negative_lexicon,envy
sentiment,negative_lexicon,epidemic
sentiment,negative_lexicon,evil
sentiment,negative_lexicon,evil
sentiment,negative_lexicon,excruciat
sentiment,negative_lexicon,execution
sentiment,negative_lexicon,exhaust
sentiment,negative_lexicon,exterminat
sentiment,negative_lexicon,fail
sentiment,negative_lexicon,fail
sentiment,negative_lexicon,fake
sentiment,negative_lexicon,fatal
sentiment,negative_lexicon,fatal
sentiment,negative_lexicon,fatigu
sentiment,negative_lexicon,fatigu
sentiment,negative_lexicon,fault
sentiment,negative_lexicon,fear
sentiment,negative_lexicon,feared
sentiment,negative_lexicon,fearful
sentiment,negative_lexicon,fearing
sentiment,negative_lexicon,fears
sentiment,negative_lexicon,feroc
sentiment,negative_lexicon,feroc
sentiment,negative_lexicon,feud
sentiment,negative_lexicon,feud
sentiment,negative_lexicon,fiery
sentiment,negative_lexicon,fiery
sentiment,negative_lexicon,fight
sentiment,negative_lexicon,fight
sentiment,negative_lexicon,fired
sentiment,negative_lexicon,flunk
sentiment,negative_lexicon,flunk
sentiment,negative_lexicon,foe
sentiment,negative_lexicon,foe
sentiment,negative_lexicon,fool
sentiment,negative_lexicon,forbid
sentiment,negative_lexicon,fought
sentiment,negative_lexicon,fought
sentiment,negative_lexicon,frantic
sentiment,negative_lexicon,freak
sentiment,negative_lexicon,fright
sentiment,negative_lexicon,frustrat
sentiment,negative_lexicon,frustrat
sentiment,negative_lexicon,fuck
sentiment,negative_lexicon,fuck
sentiment,negative_lexicon,fuck
sentiment,negative_lexicon,fucked
sentiment,negative_lexicon,fucked
sentiment,negative_lexicon,fucked
sentiment,negative_lexicon,fucker
sentiment,negative_lexicon,fucker
sentiment,negative_lexicon,fucker
sentiment,negative_lexicon,fuckin
sentiment,negative_lexicon,fuckin
sentiment,negative_lexicon,fuckin
sentiment,negative_lexicon,fucks
sentiment,negative_lexicon,fucks
sentiment,negative_lexicon,fucks
sentiment,negative_lexicon,fume
sentiment,negative_lexicon,fume
sentiment,negative_lexicon,fuming
sentiment,negative_lexicon,fuming
sentiment,negative_lexicon,funer
sentiment,negative_lexicon,furious
sentiment,negative_lexicon,furious
sentiment,negative_lexicon,fury
sentiment,negative_lexicon,fury
sentiment,negative_lexicon,geek
sentiment,negative_lexicon,genocid
sentiment,negative_lexicon,ghost
sentiment,negative_lexicon,gloom
sentiment,negative_lexicon,gloom
sentiment,negative_lexicon,goddam
sentiment,negative_lexicon,goddam
sentiment,negative_lexicon,goddam
sentiment,negative_lexicon,gossip
sentiment,negative_lexicon,grave
sentiment,negative_lexicon,grave
sentiment,negative_lexicon,grave
sentiment,negative_lexicon,greed
sentiment,negative_lexicon,greed
sentiment,negative_lexicon,grief
sentiment,negative_lexicon,grief
sentiment,negative_lexicon,grief
sentiment,negative_lexicon,griev
sentiment,negative_lexicon,griev
sentiment,negative_lexicon,griev
sentiment,negative_lexicon,grim
sentiment,negative_lexicon,grim
sentiment,negative_lexicon,gross
sentiment,negative_lexicon,grouch
sentiment,negative_lexicon,grouch
sentiment,negative_lexicon,grr
sentiment,negative_lexicon,grr
sentiment,negative_lexicon,guilt
sentiment,negative_lexicon,harass
sentiment,negative_lexicon,harass
sentiment,negative_lexicon,harm
sentiment,negative_lexicon,harmed
sentiment,negative_lexicon,harmful
sentiment,negative_lexicon,harming
sentiment,negative_lexicon,harms
sentiment,negative_lexicon,hate
sentiment,negative_lexicon,hate
sentiment,negative_lexicon,hated
sentiment,negative_lexicon,hated
sentiment,negative_lexicon,hateful
sentiment,negative_lexicon,hateful
sentiment,negative_lexicon,hater
sentiment,negative_lexicon,hater
sentiment,negative_lexicon,hates
sentiment,negative_lexicon,hates
sentiment,negative_lexicon,hating
sentiment,negative_lexicon,hating
sentiment,negative_lexicon,hatred
sentiment,negative_lexicon,hatred
sentiment,negative_lexicon,hearse
sentiment,negative_lexicon,heartbreak
sentiment,negative_lexicon,heartbreak
sentiment,negative_lexicon,heartbroke
sentiment,negative_lexicon,heartbroke
sentiment,negative_lexicon,heartless
sentiment,negative_lexicon,heartless
sentiment,negative_lexicon,heck
sentiment,negative_lexicon,hell
sentiment,negative_lexicon,hell
sentiment,negative_lexicon,hell
sentiment,negative_lexicon,hellish
sentiment,negative_lexicon,hellish
sentiment,negative_lexicon,helpless
sentiment,negative_lexicon,helpless
sentiment,negative_lexicon,hesita
sentiment,negative_lexicon,hit
sentiment,negative_lexicon,hit
sentiment,negative_lexicon,holocaust
sentiment,negative_lexicon,homesick
sentiment,negative_lexicon,homesick
sentiment,negative_lexicon,homo
sentiment,negative_lexicon,homocid
sentiment,negative_lexicon,hopeless
sentiment,negative_lexicon,hopeless
sentiment,negative_lexicon,horr
sentiment,negative_lexicon,hostil
sentiment,negative_lexicon,hostil
sentiment,negative_lexicon,humiliat
sentiment,negative_lexicon,humiliat
sentiment,negative_lexicon,hurt
sentiment,negative_lexicon,hurt
sentiment,negative_lexicon,idiot
sentiment,negative_lexicon,idiot
sentiment,negative_lexicon,ignor
sentiment,negative_lexicon,immoral
sentiment,negative_lexicon,immortal
sentiment,negative_lexicon,impatien
sentiment,negative_lexicon,impersonal
sentiment,negative_lexicon,impolite
sentiment,negative_lexicon,inadequa
sentiment,negative_lexicon,inadequa
sentiment,negative_lexicon,indecis
sentiment,negative_lexicon,ineffect
sentiment,negative_lexicon,inferior
sentiment,negative_lexicon,inferior
sentiment,negative_lexicon,inhib
sentiment,negative_lexicon,insecur
sentiment,negative_lexicon,insincer
sentiment,negative_lexicon,insult
sentiment,negative_lexicon,insult
sentiment,negative_lexicon,interrup
sentiment,negative_lexicon,interrup
sentiment,negative_lexicon,intimidat
sentiment,negative_lexicon,intimidat
sentiment,negative_lexicon,irrational
sentiment,negative_lexicon,irrita
sentiment,negative_lexicon,isolat
sentiment,negative_lexicon,isolat
sentiment,negative_lexicon,jaded
sentiment,negative_lexicon,jealous
sentiment,negative_lexicon,jealous
sentiment,negative_lexicon,jeez
sentiment,negative_lexicon,jerk
sentiment,negative_lexicon,jerk
sentiment,negative_lexicon,jerked
sentiment,negative_lexicon,jerked
sentiment,negative_lexicon,jerks
sentiment,negative_lexicon,jerks
sentiment,negative_lexicon,kill
sentiment,negative_lexicon,kill
sentiment,negative_lexicon,kill
sentiment,negative_lexicon,lame
sentiment,negative_lexicon,lame
sentiment,negative_lexicon,lazie
sentiment,negative_lexicon,lazy
sentiment,negative_lexicon,lethal
sentiment,negative_lexicon,liabilit
sentiment,negative_lexicon,liar
sentiment,negative_lexicon,liar
sentiment,negative_lexicon,lied
sentiment,negative_lexicon,lied
sentiment,negative_lexicon,lies
sentiment,negative_lexicon,lies
sentiment,negative_lexicon,lone
sentiment,negative_lexicon,lone
sentiment,negative_lexicon,longing
sentiment,negative_lexicon,longing
sentiment,negative_lexicon,lose
sentiment,negative_lexicon,lose
sentiment,negative_lexicon,loser
sentiment,negative_lexicon,loser
sentiment,negative_lexicon,loses
sentiment,negative_lexicon,loses
sentiment,negative_lexicon,losing
sentiment,negative_lexicon,losing
sentiment,negative_lexicon,loss
sentiment,negative_lexicon,loss
sentiment,negative_lexicon,lost
sentiment,negative_lexicon,lost
sentiment,negative_lexicon,lous
sentiment,negative_lexicon,lous
sentiment,negative_lexicon,low
sentiment,negative_lexicon,low
sentiment,negative_lexicon,luckless
sentiment,negative_lexicon,ludicrous
sentiment,negative_lexicon,ludicrous
sentiment,negative_lexicon,lying
sentiment,negative_lexicon,lying
sentiment,negative_lexicon,lynch
sentiment,negative_lexicon,mad
sentiment,negative_lexicon,mad
sentiment,negative_lexicon,maddening
sentiment,negative_lexicon,maddening
sentiment,negative_lexicon,madder
sentiment,negative_lexicon,madder
sentiment,negative_lexicon,maddest
sentiment,negative_lexicon,maddest
sentiment,negative_lexicon,maniac
sentiment,negative_lexicon,maniac
sentiment,negative_lexicon,manslaughter
sentiment,negative_lexicon,masochis
sentiment,negative_lexicon,massacre
sentiment,negative_lexicon,mausoleum
sentiment,negative_lexicon,melanchol
sentiment,negative_lexicon,melanchol
sentiment,negative_lexicon,mess
sentiment,negative_lexicon,messy
sentiment,negative_lexicon,miser
sentiment,negative_lexicon,miser
sentiment,negative_lexicon,miss
sentiment,negative_lexicon,miss
sentiment,negative_lexicon,missed
sentiment,negative_lexicon,missed
sentiment,negative_lexicon,misses
sentiment,negative_lexicon,misses
sentiment,negative_lexicon,missing
sentiment,negative_lexicon,missing
sentiment,negative_lexicon,mistak
sentiment,negative_lexicon,mock
sentiment,negative_lexicon,mock
sentiment,negative_lexicon,mocked
sentiment,negative_lexicon,mocked
sentiment,negative_lexicon,mocker
sentiment,negative_lexicon,mocker
sentiment,negative_lexicon,mocking
sentiment,negative_lexicon,mocking
sentiment,negative_lexicon,mocks
sentiment,negative_lexicon,mocks
sentiment,negative_lexicon,mofo
sentiment,negative_lexicon,molest
sentiment,negative_lexicon,molest
sentiment,negative_lexicon,mooch
sentiment,negative_lexicon,moodi
sentiment,negative_lexicon,moody
sentiment,negative_lexicon,morgue
sentiment,negative_lexicon,moron
sentiment,negative_lexicon,moron
sentiment,negative_lexicon,mortal
sentiment,negative_lexicon,mortician
sentiment,negative_lexicon,motherf
sentiment,negative_lexicon,mourn
sentiment,negative_lexicon,mourn
sentiment,negative_lexicon,mourn
sentiment,negative_lexicon,murder
sentiment,negative_lexicon,murder
sentiment,negative_lexicon,murder
sentiment,negative_lexicon,nag
sentiment,negative_lexicon,nag
sentiment,negative_lexicon,nast
sentiment,negative_lexicon,nast
sentiment,negative_lexicon,needy
sentiment,negative_lexicon,neglect
sentiment,negative_lexicon,neglect
sentiment,negative_lexicon,nerd
sentiment,negative_lexicon,nervous
sentiment,negative_lexicon,neurotic
sentiment,negative_lexicon,nigger
sentiment,negative_lexicon,numb
sentiment,negative_lexicon,obit
sentiment,negative_lexicon,obnoxious
sentiment,negative_lexicon,obnoxious
sentiment,negative_lexicon,obsess
sentiment,negative_lexicon,od
sentiment,negative_lexicon,oded
sentiment,negative_lexicon,offence
sentiment,negative_lexicon,offence
sentiment,negative_lexicon,offend
sentiment,negative_lexicon,offend
sentiment,negative_lexicon,offens
sentiment,negative_lexicon,offens
sentiment,negative_lexicon,outrag
sentiment,negative_lexicon,outrag
sentiment,negative_lexicon,overdosed
sentiment,negative_lexicon,overwhelm
sentiment,negative_lexicon,overwhelm
sentiment,negative_lexicon,pain
sentiment,negative_lexicon,pained
sentiment,negative_lexicon,painf
sentiment,negative_lexicon,paining
sentiment,negative_lexicon,pains
sentiment,negative_lexicon,pallbearer
sentiment,negative_lexicon,panic
sentiment,negative_lexicon,paranoi
sentiment,negative_lexicon,paranoi
sentiment,negative_lexicon,pathetic
sentiment,negative_lexicon,pathetic
sentiment,negative_lexicon,peculiar
sentiment,negative_lexicon,perver
sentiment,negative_lexicon,pessimis
sentiment,negative_lexicon,pessimis
sentiment,negative_lexicon,petrif
sentiment,negative_lexicon,pettie
sentiment,negative_lexicon,pettie
sentiment,negative_lexicon,petty
sentiment,negative_lexicon,petty
sentiment,negative_lexicon,phobi
sentiment,negative_lexicon,piss
sentiment,negative_lexicon,piss
sentiment,negative_lexicon,piss
sentiment,negative_lexicon,piti
sentiment,negative_lexicon,piti
sentiment,negative_lexicon,pity
sentiment,negative_lexicon,pity
sentiment,negative_lexicon,plague
sentiment,negative_lexicon,poison
sentiment,negative_lexicon,poison
sentiment,negative_lexicon,prejudic
sentiment,negative_lexicon,prejudic
sentiment,negative_lexicon,pressur
sentiment,negative_lexicon,prick
sentiment,negative_lexicon,prick
sentiment,negative_lexicon,prick
sentiment,negative_lexicon,problem
sentiment,negative_lexicon,protest
sentiment,negative_lexicon,protest
sentiment,negative_lexicon,protested
sentiment,negative_lexicon,protested
sentiment,negative_lexicon,protesting
sentiment,negative_lexicon,protesting
sentiment,negative_lexicon,puk
sentiment,negative_lexicon,punish
sentiment,negative_lexicon,punish
sentiment,negative_lexicon,pussy
sentiment,negative_lexicon,queer
sentiment,negative_lexicon,rage
sentiment,negative_lexicon,rage
sentiment,negative_lexicon,raging
sentiment,negative_lexicon,raging
sentiment,negative_lexicon,rancid
sentiment,negative_lexicon,rape
sentiment,negative_lexicon,rape
sentiment,negative_lexicon,raping
sentiment,negative_lexicon,raping
sentiment,negative_lexicon,rapist
sentiment,negative_lexicon,rapist
sentiment,negative_lexicon,reaper
sentiment,negative_lexicon,rebel
sentiment,negative_lexicon,rebel
sentiment,negative_lexicon,reek
sentiment,negative_lexicon,regret
sentiment,negative_lexicon,regret
sentiment,negative_lexicon,reject
sentiment,negative_lexicon,reject
sentiment,negative_lexicon,reluctan
sentiment,negative_lexicon,remorse
sentiment,negative_lexicon,remorse
sentiment,negative_lexicon,repress
sentiment,negative_lexicon,resent
sentiment,negative_lexicon,resent
sentiment,negative_lexicon,resign
sentiment,negative_lexicon,resign
sentiment,negative_lexicon,restless
sentiment,negative_lexicon,revenge
sentiment,negative_lexicon,revenge
sentiment,negative_lexicon,ridicul
sentiment,negative_lexicon,ridicul
sentiment,negative_lexicon,rigid
sentiment,negative_lexicon,risk
sentiment,negative_lexicon,rotten
sentiment,negative_lexicon,rude
sentiment,negative_lexicon,rude
sentiment,negative_lexicon,ruin
sentiment,negative_lexicon,ruin
sentiment,negative_lexicon,sad
sentiment,negative_lexicon,sad
sentiment,negative_lexicon,sadde
sentiment,negative_lexicon,sadde
sentiment,negative_lexicon,sadly
sentiment,negative_lexicon,sadly
sentiment,negative_lexicon,sadness
sentiment,negative_lexicon,sadness
sentiment,negative_lexicon,sarcas
sentiment,negative_lexicon,sarcas
sentiment,negative_lexicon,savage
sentiment,negative_lexicon,savage
sentiment,negative_lexicon,scare
sentiment,negative_lexicon,scaring
sentiment,negative_lexicon,scary
sentiment,negative_lexicon,sceptic
sentiment,negative_lexicon,sceptic
sentiment,negative_lexicon,scream
sentiment,negative_lexicon,screw
sentiment,negative_lexicon,screw
sentiment,negative_lexicon,screw
sentiment,negative_lexicon,selfish
sentiment,negative_lexicon,serious
sentiment,negative_lexicon,seriously
sentiment,negative_lexicon,seriousness
sentiment,negative_lexicon,severe
sentiment,negative_lexicon,shake
sentiment,negative_lexicon,shaki
sentiment,negative_lexicon,shaky
sentiment,negative_lexicon,shame
sentiment,negative_lexicon,shit
sentiment,negative_lexicon,shit
sentiment,negative_lexicon,shit
sentiment,negative_lexicon,shock
sentiment,negative_lexicon,shook
sentiment,negative_lexicon,shy
sentiment,negative_lexicon,sicken
sentiment,negative_lexicon,sin
sentiment,negative_lexicon,sinister
sentiment,negative_lexicon,sinister
sentiment,negative_lexicon,sins
sentiment,negative_lexicon,skeptic
sentiment,negative_lexicon,skeptic
sentiment,negative_lexicon,slaughter
sentiment,negative_lexicon,slut
sentiment,negative_lexicon,smother
sentiment,negative_lexicon,smother
sentiment,negative_lexicon,smug
sentiment,negative_lexicon,snob
sentiment,negative_lexicon,snob
sentiment,negative_lexicon,sob
sentiment,negative_lexicon,sob
sentiment,negative_lexicon,sob
sentiment,negative_lexicon,sobbed
sentiment,negative_lexicon,sobbed
sentiment,negative_lexicon,sobbing
sentiment,negative_lexicon,sobbing
sentiment,negative_lexicon,sobs
sentiment,negative_lexicon,sobs
sentiment,negative_lexicon,solemn
sentiment,negative_lexicon,solemn
sentiment,negative_lexicon,sonofa
sentiment,negative_lexicon,sorrow
sentiment,negative_lexicon,sorrow
sentiment,negative_lexicon,sorry
sentiment,negative_lexicon,spite
sentiment,negative_lexicon,spite
sentiment,negative_lexicon,stammer
sentiment,negative_lexicon,stank
sentiment,negative_lexicon,startl
sentiment,negative_lexicon,steal
sentiment,negative_lexicon,stench
sentiment,negative_lexicon,stink
sentiment,negative_lexicon,strain
sentiment,negative_lexicon,strange
sentiment,negative_lexicon,stress
sentiment,negative_lexicon,struggl
sentiment,negative_lexicon,stubborn
sentiment,negative_lexicon,stubborn
sentiment,negative_lexicon,stunk
sentiment,negative_lexicon,stunned
sentiment,negative_lexicon,stuns
sentiment,negative_lexicon,stupid
sentiment,negative_lexicon,stupid
sentiment,negative_lexicon,stutter
sentiment,negative_lexicon,submissive
sentiment,negative_lexicon,suck
sentiment,negative_lexicon,suck
sentiment,negative_lexicon,suck
sentiment,negative_lexicon,sucked
sentiment,negative_lexicon,sucked
sentiment,negative_lexicon,sucked
sentiment,negative_lexicon,sucker
sentiment,negative_lexicon,sucker
sentiment,negative_lexicon,sucks
sentiment,negative_lexicon,sucks
sentiment,negative_lexicon,sucks
sentiment,negative_lexicon,sucky
sentiment,negative_lexicon,sucky
sentiment,negative_lexicon,suffer
sentiment,negative_lexicon,suffer
sentiment,negative_lexicon,suffered
sentiment,negative_lexicon,suffered
sentiment,negative_lexicon,sufferer
sentiment,negative_lexicon,sufferer
sentiment,negative_lexicon,suffering
sentiment,negative_lexicon,suffering
sentiment,negative_lexicon,suffers
sentiment,negative_lexicon,suffers
sentiment,negative_lexicon,suicid
sentiment,negative_lexicon,suspicio
sentiment,negative_lexicon,tantrum
sentiment,negative_lexicon,tantrum
sentiment,negative_lexicon,tears
sentiment,negative_lexicon,tears
sentiment,negative_lexicon,teas
sentiment,negative_lexicon,teas
sentiment,negative_lexicon,temper
sentiment,negative_lexicon,temper
sentiment,negative_lexicon,tempers
sentiment,negative_lexicon,tempers
sentiment,negative_lexicon,tense
sentiment,negative_lexicon,tensing
sentiment,negative_lexicon,tension
sentiment,negative_lexicon,terribl
sentiment,negative_lexicon,terrified
sentiment,negative_lexicon,terrifies
sentiment,negative_lexicon,terrify
sentiment,negative_lexicon,terrify
sentiment,negative_lexicon,terrifying
sentiment,negative_lexicon,terror
sentiment,negative_lexicon,thief
sentiment,negative_lexicon,thieve
sentiment,negative_lexicon,threat
sentiment,negative_lexicon,threat
sentiment,negative_lexicon,ticked
sentiment,negative_lexicon,ticked
sentiment,negative_lexicon,timid
sentiment,negative_lexicon,tit
sentiment,negative_lexicon,tits
sentiment,negative_lexicon,titties
sentiment,negative_lexicon,titty
sentiment,negative_lexicon,tomb
sentiment,negative_lexicon,tortur
sentiment,negative_lexicon,tortur
sentiment,negative_lexicon,tough
sentiment,negative_lexicon,traged
sentiment,negative_lexicon,traged
sentiment,negative_lexicon,tragic
sentiment,negative_lexicon,tragic
sentiment,negative_lexicon,trauma
sentiment,negative_lexicon,trembl
sentiment,negative_lexicon,trick
sentiment,negative_lexicon,trick
sentiment,negative_lexicon,trite
sentiment,negative_lexicon,trivi
sentiment,negative_lexicon,troubl
sentiment,negative_lexicon,turmoil
sentiment,negative_lexicon,ugh
sentiment,negative_lexicon,ugl
sentiment,negative_lexicon,ugl
sentiment,negative_lexicon,unattractive
sentiment,negative_lexicon,uncertain
sentiment,negative_lexicon,uncomfortabl
sentiment,negative_lexicon,uncontrol
sentiment,negative_lexicon,uneas
sentiment,negative_lexicon,unfortunate
sentiment,negative_lexicon,unfriendly
sentiment,negative_lexicon,ungrateful
sentiment,negative_lexicon,unhapp
sentiment,negative_lexicon,unhapp
sentiment,negative_lexicon,unimportant
sentiment,negative_lexicon,unimportant
sentiment,negative_lexicon,unimpress
sentiment,negative_lexicon,unkind
sentiment,negative_lexicon,unlov
sentiment,negative_lexicon,unpleasant
