['perspective_score', 'stanford_polite']
ggplot2/tidyverse/1899 0
dplyr/tidyverse/2178 0
dplyr/tidyverse/1764 0
ggplot2/tidyverse/3336 0
DiagrammeR/rich-iannone/325 0
tensorflow/rstudio/9 0
ggplot2/tidyverse/2447 0
dplyr/tidyverse/1197 0
dplyr/tidyverse/1763 0
ggplot2/tidyverse/2448 0
dplyr/tidyverse/1196 0
dplyr/tidyverse/1762 0
dplyr/tidyverse/2176 0
ggplot2/tidyverse/1898 0
tensorflow/rstudio/8 0
DiagrammeR/rich-iannone/324 0
dplyr/tidyverse/1195 0
dplyr/tidyverse/1761 0
dplyr/tidyverse/2177 0
dplyr/tidyverse/1269 0
dplyr/tidyverse/1777 0
DiagrammeR/rich-iannone/336 0
dplyr/tidyverse/1225 0
ggplot2/tidyverse/3350 0
DiagrammeR/rich-iannone/349 0
ggplot2/tidyverse/1910 0
dplyr/tidyverse/1224 0
DiagrammeR/rich-iannone/348 0
dplyr/tidyverse/2197 0
ggplot2/tidyverse/2460 0
ggplot2/tidyverse/3349 0
dplyr/tidyverse/1223 0
DiagrammeR/rich-iannone/347 0
dplyr/tidyverse/2196 0
tensorflow/rstudio/18 0
dplyr/tidyverse/1222 0
DiagrammeR/rich-iannone/346 0
dplyr/tidyverse/1790 0
dplyr/tidyverse/2195 0
ggplot2/tidyverse/3348 0
dplyr/tidyverse/1221 0
DiagrammeR/rich-iannone/345 0
ggplot2/tidyverse/1909 0
dplyr/tidyverse/2198 0
ggplot2/tidyverse/2461 0
dplyr/tidyverse/1791 0
tensorflow/rstudio/19 0
dplyr/tidyverse/1230 0
dplyr/tidyverse/1795 0
ggplot2/tidyverse/2463 0
ggplot2/tidyverse/4 0
dplyr/tidyverse/1229 0
dplyr/tidyverse/2202 0
ggplot2/tidyverse/1912 0
tensorflow/rstudio/22 0
dplyr/tidyverse/1794 0
dplyr/tidyverse/1228 0
dplyr/tidyverse/1789 0
dplyr/tidyverse/2201 0
dplyr/tidyverse/1793 0
ggplot2/tidyverse/2462 0
dplyr/tidyverse/1227 0
ggplot2/tidyverse/1 0
dplyr/tidyverse/2200 0
ggplot2/tidyverse/1911 0
dplyr/tidyverse/1792 0
dplyr/tidyverse/1226 0
dplyr/tidyverse/2199 0
DiagrammeR/rich-iannone/350 0
ggplot2/tidyverse/2 0
ggplot2/tidyverse/2459 0
dplyr/tidyverse/1220 0
dplyr/tidyverse/1788 0
dplyr/tidyverse/1215 0
ggplot2/tidyverse/1905 0
dplyr/tidyverse/2192 0
dplyr/tidyverse/1782 0
dplyr/tidyverse/1214 0
dplyr/tidyverse/2191 0
ggplot2/tidyverse/2455 0
ggplot2/tidyverse/1904 0
ggplot2/tidyverse/3343 0
dplyr/tidyverse/1781 0
DiagrammeR/rich-iannone/339 0
DiagrammeR/rich-iannone/338 0
dplyr/tidyverse/2190 0
dplyr/tidyverse/1780 0
ggplot2/tidyverse/3342 0
DiagrammeR/rich-iannone/337 0
tensorflow/rstudio/16 0
dplyr/tidyverse/1212 0
dplyr/tidyverse/2189 0
ggplot2/tidyverse/2454 0
dplyr/tidyverse/1778 0
ggplot2/tidyverse/3341 0
dplyr/tidyverse/1213 0
dplyr/tidyverse/1211 0
dplyr/tidyverse/1783 0
dplyr/tidyverse/1216 0
DiagrammeR/rich-iannone/344 0
dplyr/tidyverse/1787 0
ggplot2/tidyverse/3346 0
dplyr/tidyverse/1219 0
DiagrammeR/rich-iannone/343 0
ggplot2/tidyverse/1908 0
ggplot2/tidyverse/2458 0
dplyr/tidyverse/2194 0
dplyr/tidyverse/1786 0
dplyr/tidyverse/1218 0
ggplot2/tidyverse/2456 0
DiagrammeR/rich-iannone/342 0
dplyr/tidyverse/1785 0
ggplot2/tidyverse/1907 0
ggplot2/tidyverse/3345 0
DiagrammeR/rich-iannone/341 0
tensorflow/rstudio/17 0
dplyr/tidyverse/1217 0
dplyr/tidyverse/1784 0
ggplot2/tidyverse/1906 0
DiagrammeR/rich-iannone/340 0
ggplot2/tidyverse/2457 0
dplyr/tidyverse/2193 0
ggplot2/tidyverse/3332 0
dplyr/tidyverse/1834 0
tensorflow/rstudio/39 0
dplyr/tidyverse/1888 0
dplyr/tidyverse/3029 0
ggplot2/tidyverse/153 0
tensorflow/rstudio/57 0
ggplot2/tidyverse/1964 0
dplyr/tidyverse/2278 0
dplyr/tidyverse/35 0
ggplot2/tidyverse/152 0
dplyr/tidyverse/1887 0
dplyr/tidyverse/2277 0
ggplot2/tidyverse/1963 0
dplyr/tidyverse/3028 0
ggplot2/tidyverse/150 0
dplyr/tidyverse/1886 0
dplyr/tidyverse/2276 0
dplyr/tidyverse/34 0
tensorflow/rstudio/56 0
dplyr/tidyverse/1885 0
dplyr/tidyverse/3027 0
ggplot2/tidyverse/1962 0
dplyr/tidyverse/33 0
dplyr/tidyverse/36 0
dplyr/tidyverse/2279 0
tensorflow/rstudio/60 0
dplyr/tidyverse/38 0
dplyr/tidyverse/42 0
ggplot2/tidyverse/159 0
ggplot2/tidyverse/1966 0
dplyr/tidyverse/2283 0
dplyr/tidyverse/3030 0
dplyr/tidyverse/1892 0
dplyr/tidyverse/41 0
ggplot2/tidyverse/158 0
dplyr/tidyverse/2282 0
dplyr/tidyverse/1891 0
dplyr/tidyverse/2275 0
ggplot2/tidyverse/157 0
tensorflow/rstudio/61 0
ggplot2/tidyverse/1965 0
ggplot2/tidyverse/2497 0
dplyr/tidyverse/2281 0
dplyr/tidyverse/1890 0
ggplot2/tidyverse/156 0
dplyr/tidyverse/39 0
dplyr/tidyverse/1889 0
dplyr/tidyverse/2280 0
ggplot2/tidyverse/154 0
dplyr/tidyverse/40 0
dplyr/tidyverse/1893 0
ggplot2/tidyverse/147 0
dplyr/tidyverse/1884 0
dplyr/tidyverse/2269 0
dplyr/tidyverse/25 0
ggplot2/tidyverse/1959 0
ggplot2/tidyverse/142 0
dplyr/tidyverse/3023 0
dplyr/tidyverse/1878 0
ggplot2/tidyverse/2494 0
dplyr/tidyverse/2268 0
dplyr/tidyverse/24 0
ggplot2/tidyverse/141 0
dplyr/tidyverse/2267 0
dplyr/tidyverse/23 0
dplyr/tidyverse/1877 0
ggplot2/tidyverse/1958 0
ggplot2/tidyverse/140 0
dplyr/tidyverse/2266 0
dplyr/tidyverse/22 0
ggplot2/tidyverse/2493 0
dplyr/tidyverse/1876 0
tensorflow/rstudio/53 0
ggplot2/tidyverse/139 0
dplyr/tidyverse/1879 0
dplyr/tidyverse/26 0
ggplot2/tidyverse/1960 0
dplyr/tidyverse/3025 0
dplyr/tidyverse/31 0
dplyr/tidyverse/2274 0
ggplot2/tidyverse/146 0
tensorflow/rstudio/55 0
dplyr/tidyverse/1883 0
ggplot2/tidyverse/1961 0
dplyr/tidyverse/2273 0
dplyr/tidyverse/29 0
ggplot2/tidyverse/145 0
dplyr/tidyverse/3026 0
ggplot2/tidyverse/2496 0
dplyr/tidyverse/1882 0
dplyr/tidyverse/28 0
ggplot2/tidyverse/2495 0
dplyr/tidyverse/1881 0
dplyr/tidyverse/2271 0
ggplot2/tidyverse/144 0
dplyr/tidyverse/27 0
tensorflow/rstudio/54 0
dplyr/tidyverse/1880 0
dplyr/tidyverse/2270 0
ggplot2/tidyverse/143 0
dplyr/tidyverse/2272 0
dplyr/tidyverse/2284 0
ggplot2/tidyverse/2498 0
ggplot2/tidyverse/160 0
dplyr/tidyverse/58 0
dplyr/tidyverse/1907 0
ggplot2/tidyverse/177 0
dplyr/tidyverse/57 0
dplyr/tidyverse/1906 0
ggplot2/tidyverse/2503 0
ggplot2/tidyverse/176 0
dplyr/tidyverse/3036 0
dplyr/tidyverse/56 0
dplyr/tidyverse/1905 0
ggplot2/tidyverse/1973 0
tensorflow/rstudio/68 0
ggplot2/tidyverse/175 0
dplyr/tidyverse/53 0
dplyr/tidyverse/1904 0
ggplot2/tidyverse/2502 0
ggplot2/tidyverse/173 0
dplyr/tidyverse/2294 0
ggplot2/tidyverse/1972 0
tensorflow/rstudio/67 0
ggplot2/tidyverse/172 0
dplyr/tidyverse/3037 0
ggplot2/tidyverse/1974 0
ggplot2/tidyverse/178 0
dplyr/tidyverse/1908 0
ggplot2/tidyverse/182 0
dplyr/tidyverse/2295 0
dplyr/tidyverse/64 0
ggplot2/tidyverse/1977 0
dplyr/tidyverse/1912 0
ggplot2/tidyverse/181 0
dplyr/tidyverse/63 0
dplyr/tidyverse/1911 0
dplyr/tidyverse/62 0
ggplot2/tidyverse/1976 0
dplyr/tidyverse/1903 0
ggplot2/tidyverse/180 0
dplyr/tidyverse/61 0
dplyr/tidyverse/3039 0
ggplot2/tidyverse/2504 0
dplyr/tidyverse/1909 0
dplyr/tidyverse/60 0
ggplot2/tidyverse/179 0
ggplot2/tidyverse/1975 0
dplyr/tidyverse/3038 0
tensorflow/rstudio/69 0
dplyr/tidyverse/59 0
dplyr/tidyverse/1910 0
dplyr/tidyverse/2293 0
dplyr/tidyverse/52 0
ggplot2/tidyverse/1971 0
dplyr/tidyverse/1898 0
ggplot2/tidyverse/2500 0
dplyr/tidyverse/2287 0
ggplot2/tidyverse/164 0
dplyr/tidyverse/46 0
tensorflow/rstudio/62 0
dplyr/tidyverse/1897 0
dplyr/tidyverse/2286 0
ggplot2/tidyverse/2499 0
dplyr/tidyverse/45 0
dplyr/tidyverse/48 0
ggplot2/tidyverse/162 0
dplyr/tidyverse/1896 0
dplyr/tidyverse/3032 0
dplyr/tidyverse/2285 0
ggplot2/tidyverse/161 0
dplyr/tidyverse/1895 0
dplyr/tidyverse/44 0
dplyr/tidyverse/3031 0
ggplot2/tidyverse/1967 0
dplyr/tidyverse/1894 0
dplyr/tidyverse/43 0
ggplot2/tidyverse/1968 0
ggplot2/tidyverse/1957 0
dplyr/tidyverse/3033 0
ggplot2/tidyverse/1969 0
dplyr/tidyverse/1902 0
ggplot2/tidyverse/171 0
tensorflow/rstudio/66 0
dplyr/tidyverse/51 0
dplyr/tidyverse/2292 0
dplyr/tidyverse/3035 0
dplyr/tidyverse/2291 0
dplyr/tidyverse/1901 0
ggplot2/tidyverse/168 0
dplyr/tidyverse/50 0
dplyr/tidyverse/2288 0
dplyr/tidyverse/2290 0
dplyr/tidyverse/3034 0
ggplot2/tidyverse/1970 0
dplyr/tidyverse/1900 0
ggplot2/tidyverse/167 0
dplyr/tidyverse/49 0
ggplot2/tidyverse/2501 0
dplyr/tidyverse/2289 0
dplyr/tidyverse/1899 0
ggplot2/tidyverse/166 0
tensorflow/rstudio/63 0
tensorflow/rstudio/64 0
dplyr/tidyverse/21 0
dplyr/tidyverse/3022 0
dplyr/tidyverse/2265 0
dplyr/tidyverse/2244 0
dplyr/tidyverse/3011 0
ggplot2/tidyverse/1941 0
ggplot2/tidyverse/102 0
ggplot2/tidyverse/3377 0
dplyr/tidyverse/1853 0
dplyr/tidyverse/2243 0
ggplot2/tidyverse/101 0
ggplot2/tidyverse/1940 0
ggplot2/tidyverse/2481 0
tensorflow/rstudio/41 0
ggplot2/tidyverse/100 0
dplyr/tidyverse/1848 0
ggplot2/tidyverse/3376 0
ggplot2/tidyverse/1939 0
dplyr/tidyverse/1282 0
ggplot2/tidyverse/99 0
tensorflow/rstudio/40 0
dplyr/tidyverse/1847 0
ggplot2/tidyverse/98 0
dplyr/tidyverse/1281 0
ggplot2/tidyverse/3379 0
dplyr/tidyverse/1854 0
ggplot2/tidyverse/103 0
dplyr/tidyverse/2245 0
ggplot2/tidyverse/1945 0
dplyr/tidyverse/1858 0
ggplot2/tidyverse/2483 0
dplyr/tidyverse/3013 0
ggplot2/tidyverse/107 0
ggplot2/tidyverse/3383 0
dplyr/tidyverse/2248 0
dplyr/tidyverse/1857 0
ggplot2/tidyverse/1944 0
tensorflow/rstudio/43 0
ggplot2/tidyverse/97 0
ggplot2/tidyverse/106 0
ggplot2/tidyverse/2482 0
dplyr/tidyverse/1856 0
dplyr/tidyverse/3012 0
ggplot2/tidyverse/105 0
dplyr/tidyverse/2246 0
ggplot2/tidyverse/1942 0
dplyr/tidyverse/1855 0
ggplot2/tidyverse/104 0
ggplot2/tidyverse/3382 0
tensorflow/rstudio/42 0
dplyr/tidyverse/2247 0
dplyr/tidyverse/1280 0
dplyr/tidyverse/1846 0
ggplot2/tidyverse/3375 0
dplyr/tidyverse/1839 0
dplyr/tidyverse/1274 0
ggplot2/tidyverse/3374 0
dplyr/tidyverse/1838 0
dplyr/tidyverse/2239 0
dplyr/tidyverse/1273 0
ggplot2/tidyverse/1934 0
dplyr/tidyverse/1837 0
dplyr/tidyverse/1272 0
ggplot2/tidyverse/3373 0
ggplot2/tidyverse/1935 0
dplyr/tidyverse/2238 0
dplyr/tidyverse/1836 0
ggplot2/tidyverse/1933 0
dplyr/tidyverse/1271 0
ggplot2/tidyverse/2478 0
ggplot2/tidyverse/84 0
dplyr/tidyverse/1835 0
ggplot2/tidyverse/1932 0
dplyr/tidyverse/2237 0
ggplot2/tidyverse/3372 0
dplyr/tidyverse/1270 0
ggplot2/tidyverse/85 0
ggplot2/tidyverse/109 0
ggplot2/tidyverse/86 0
dplyr/tidyverse/1840 0
ggplot2/tidyverse/96 0
dplyr/tidyverse/1845 0
dplyr/tidyverse/1279 0
dplyr/tidyverse/2242 0
ggplot2/tidyverse/2480 0
ggplot2/tidyverse/1938 0
ggplot2/tidyverse/95 0
dplyr/tidyverse/1844 0
dplyr/tidyverse/1278 0
ggplot2/tidyverse/1937 0
ggplot2/tidyverse/2479 0
dplyr/tidyverse/2241 0
dplyr/tidyverse/1843 0
dplyr/tidyverse/1277 0
dplyr/tidyverse/2240 0
dplyr/tidyverse/1842 0
ggplot2/tidyverse/90 0
dplyr/tidyverse/1276 0
dplyr/tidyverse/1841 0
ggplot2/tidyverse/1936 0
ggplot2/tidyverse/88 0
dplyr/tidyverse/1275 0
ggplot2/tidyverse/92 0
ggplot2/tidyverse/83 0
tensorflow/rstudio/44 0
dplyr/tidyverse/3014 0
ggplot2/tidyverse/1954 0
dplyr/tidyverse/14 0
ggplot2/tidyverse/129 0
tensorflow/rstudio/51 0
dplyr/tidyverse/3019 0
dplyr/tidyverse/1870 0
dplyr/tidyverse/2262 0
dplyr/tidyverse/13 0
ggplot2/tidyverse/128 0
dplyr/tidyverse/1869 0
dplyr/tidyverse/2261 0
tensorflow/rstudio/50 0
dplyr/tidyverse/12 0
ggplot2/tidyverse/127 0
ggplot2/tidyverse/1953 0
dplyr/tidyverse/2260 0
dplyr/tidyverse/1868 0
dplyr/tidyverse/11 0
ggplot2/tidyverse/2488 0
dplyr/tidyverse/1867 0
ggplot2/tidyverse/121 0
ggplot2/tidyverse/2489 0
dplyr/tidyverse/1871 0
dplyr/tidyverse/2263 0
ggplot2/tidyverse/130 0
dplyr/tidyverse/1875 0
ggplot2/tidyverse/138 0
ggplot2/tidyverse/2492 0
dplyr/tidyverse/20 0
dplyr/tidyverse/2264 0
dplyr/tidyverse/3021 0
dplyr/tidyverse/1874 0
ggplot2/tidyverse/136 0
dplyr/tidyverse/19 0
dplyr/tidyverse/3020 0
dplyr/tidyverse/2259 0
dplyr/tidyverse/18 0
dplyr/tidyverse/1873 0
ggplot2/tidyverse/1956 0
ggplot2/tidyverse/2491 0
dplyr/tidyverse/17 0
ggplot2/tidyverse/131 0
dplyr/tidyverse/1872 0
ggplot2/tidyverse/1955 0
ggplot2/tidyverse/2490 0
tensorflow/rstudio/52 0
dplyr/tidyverse/15 0
ggplot2/tidyverse/133 0
dplyr/tidyverse/3018 0
ggplot2/tidyverse/1951 0
dplyr/tidyverse/8 0
dplyr/tidyverse/3016 0
dplyr/tidyverse/1 0
dplyr/tidyverse/1862 0
dplyr/tidyverse/2253 0
ggplot2/tidyverse/113 0
tensorflow/rstudio/45 0
ggplot2/tidyverse/1948 0
ggplot2/tidyverse/3385 0
dplyr/tidyverse/1861 0
dplyr/tidyverse/2252 0
ggplot2/tidyverse/114 0
ggplot2/tidyverse/112 0
ggplot2/tidyverse/1947 0
dplyr/tidyverse/2251 0
ggplot2/tidyverse/111 0
dplyr/tidyverse/3015 0
dplyr/tidyverse/1860 0
ggplot2/tidyverse/3384 0
ggplot2/tidyverse/110 0
ggplot2/tidyverse/1946 0
dplyr/tidyverse/2250 0
dplyr/tidyverse/1859 0
ggplot2/tidyverse/2484 0
dplyr/tidyverse/2249 0
dplyr/tidyverse/2254 0
dplyr/tidyverse/1863 0
ggplot2/tidyverse/2487 0
dplyr/tidyverse/1866 0
dplyr/tidyverse/2258 0
ggplot2/tidyverse/118 0
tensorflow/rstudio/49 0
dplyr/tidyverse/7 0
dplyr/tidyverse/2257 0
ggplot2/tidyverse/117 0
ggplot2/tidyverse/2486 0
dplyr/tidyverse/1865 0
dplyr/tidyverse/2 0
dplyr/tidyverse/3017 0
dplyr/tidyverse/5 0
dplyr/tidyverse/2256 0
ggplot2/tidyverse/116 0
dplyr/tidyverse/1864 0
dplyr/tidyverse/4 0
dplyr/tidyverse/2255 0
ggplot2/tidyverse/115 0
ggplot2/tidyverse/1949 0
tensorflow/rstudio/48 0
ggplot2/tidyverse/2485 0
ggplot2/tidyverse/1950 0
dplyr/tidyverse/1913 0
dplyr/tidyverse/1754 0
ggplot2/tidyverse/1895 0
rmarkdown/rstudio/1535 0
ggplot2/tidyverse/1242 0
DiagrammeR/rich-iannone/256 0
dplyr/tidyverse/1649 0
ggplot2/tidyverse/1821 0
ggplot2/tidyverse/1241 0
dplyr/tidyverse/1091 0
DiagrammeR/rich-iannone/255 0
dplyr/tidyverse/1648 0
ggplot2/tidyverse/1240 0
ggplot2/tidyverse/2401 0
ggplot2/tidyverse/1819 0
rmarkdown/rstudio/1534 0
dplyr/tidyverse/1090 0
dplyr/tidyverse/1647 0
DiagrammeR/rich-iannone/254 0
ggplot2/tidyverse/3283 0
ggplot2/tidyverse/1239 0
ggplot2/tidyverse/1818 0
ggplot2/tidyverse/2400 0
dplyr/tidyverse/1646 0
dplyr/tidyverse/1650 0
ggplot2/tidyverse/1822 0
ggplot2/tidyverse/3284 0
dplyr/tidyverse/1651 0
ggplot2/tidyverse/1826 0
ggplot2/tidyverse/3285 0
dplyr/tidyverse/1656 0
dplyr/tidyverse/1096 0
ggplot2/tidyverse/1246 0
dplyr/tidyverse/1655 0
ggplot2/tidyverse/2403 0
dplyr/tidyverse/1095 0
ggplot2/tidyverse/1244 0
dplyr/tidyverse/1654 0
dplyr/tidyverse/1089 0
ggplot2/tidyverse/1825 0
