Dumped model
['perspective_score', 'stanford_polite']
Looping through test_issues
servant/haskell-servant/749 0
gitit/jgm/602 0
lens/ekmett/752 0
xmonad/xmonad/348 0
xmonad/xmonad/342 0
hakyll/jaspervdj/340 0
gitit/jgm/601 0
xmonad/xmonad/346 0
lens/ekmett/751 0
IHaskell/gibiansky/427 0
gitit/jgm/600 0
xmonad/xmonad/345 0
lens/ekmett/750 0
xmonad/xmonad/344 0
IHaskell/gibiansky/426 0
gitit/jgm/599 0
xmonad/xmonad/343 0
lens/ekmett/749 0
xmonad/xmonad/347 0
hakyll/jaspervdj/349 0
xmonad/xmonad/291 0
lens/ekmett/734 0
xmonad/xmonad/244 0
lens/ekmett/710 0
IHaskell/gibiansky/380 0
xmonad/xmonad/243 0
hakyll/jaspervdj/288 0
servant/haskell-servant/714 0
gitit/jgm/523 0
lens/ekmett/709 0
xmonad/xmonad/242 0
hakyll/jaspervdj/287 0
xmonad/xmonad/241 0
IHaskell/gibiansky/379 0
xmonad/xmonad/240 0
hakyll/jaspervdj/286 0
gitit/jgm/522 0
xmonad/xmonad/239 0
servant/haskell-servant/713 0
hakyll/jaspervdj/285 0
IHaskell/gibiansky/378 0
xmonad/xmonad/238 0
IHaskell/gibiansky/377 0
hakyll/jaspervdj/284 0
xmonad/xmonad/237 0
gitit/jgm/521 0
xmonad/xmonad/236 0
gitit/jgm/534 0
lens/ekmett/711 0
hakyll/jaspervdj/289 0
xmonad/xmonad/245 0
hakyll/jaspervdj/295 0
xmonad/xmonad/252 0
IHaskell/gibiansky/382 0
hakyll/jaspervdj/294 0
gitit/jgm/540 0
servant/haskell-servant/718 0
xmonad/xmonad/251 0
lens/ekmett/714 0
servant/haskell-servant/717 0
xmonad/xmonad/250 0
hakyll/jaspervdj/293 0
gitit/jgm/539 0
servant/haskell-servant/712 0
xmonad/xmonad/249 0
servant/haskell-servant/716 0
gitit/jgm/538 0
xmonad/xmonad/248 0
hakyll/jaspervdj/291 0
lens/ekmett/713 0
servant/haskell-servant/715 0
xmonad/xmonad/247 0
hakyll/jaspervdj/290 0
gitit/jgm/537 0
IHaskell/gibiansky/381 0
lens/ekmett/712 0
xmonad/xmonad/246 0
hakyll/jaspervdj/292 0
xmonad/xmonad/253 0
hakyll/jaspervdj/283 0
IHaskell/gibiansky/376 0
hakyll/jaspervdj/280 0
gitit/jgm/514 0
lens/ekmett/702 0
xmonad/xmonad/224 0
lens/ekmett/701 0
xmonad/xmonad/223 0
IHaskell/gibiansky/367 0
xmonad/xmonad/222 0
hakyll/jaspervdj/279 0
gitit/jgm/513 0
servant/haskell-servant/709 0
xmonad/xmonad/221 0
servant/haskell-servant/708 0
xmonad/xmonad/220 0
gitit/jgm/512 0
hakyll/jaspervdj/278 0
lens/ekmett/700 0
IHaskell/gibiansky/364 0
xmonad/xmonad/219 0
servant/haskell-servant/707 0
hakyll/jaspervdj/277 0
gitit/jgm/511 0
xmonad/xmonad/218 0
hakyll/jaspervdj/276 0
gitit/jgm/510 0
gitit/jgm/515 0
xmonad/xmonad/225 0
lens/ekmett/703 0
IHaskell/gibiansky/368 0
xmonad/xmonad/235 0
xmonad/xmonad/234 0
gitit/jgm/519 0
hakyll/jaspervdj/282 0
servant/haskell-servant/711 0
xmonad/xmonad/233 0
lens/ekmett/708 0
gitit/jgm/518 0
xmonad/xmonad/232 0
IHaskell/gibiansky/373 0
xmonad/xmonad/231 0
lens/ekmett/706 0
gitit/jgm/520 0
hakyll/jaspervdj/281 0
lens/ekmett/705 0
xmonad/xmonad/230 0
IHaskell/gibiansky/371 0
xmonad/xmonad/229 0
xmonad/xmonad/228 0
IHaskell/gibiansky/370 0
gitit/jgm/516 0
lens/ekmett/704 0
xmonad/xmonad/227 0
IHaskell/gibiansky/369 0
servant/haskell-servant/710 0
xmonad/xmonad/226 0
gitit/jgm/517 0
gitit/jgm/541 0
IHaskell/gibiansky/383 0
lens/ekmett/715 0
servant/haskell-servant/729 0
hakyll/jaspervdj/306 0
xmonad/xmonad/280 0
gitit/jgm/560 0
IHaskell/gibiansky/392 0
xmonad/xmonad/279 0
hakyll/jaspervdj/305 0
servant/haskell-servant/728 0
lens/ekmett/730 0
gitit/jgm/559 0
xmonad/xmonad/278 0
hakyll/jaspervdj/304 0
IHaskell/gibiansky/391 0
lens/ekmett/729 0
xmonad/xmonad/277 0
servant/haskell-servant/727 0
hakyll/jaspervdj/303 0
gitit/jgm/558 0
xmonad/xmonad/276 0
lens/ekmett/728 0
servant/haskell-servant/726 0
gitit/jgm/557 0
xmonad/xmonad/275 0
xmonad/xmonad/274 0
gitit/jgm/555 0
IHaskell/gibiansky/393 0
gitit/jgm/562 0
xmonad/xmonad/281 0
lens/ekmett/731 0
hakyll/jaspervdj/311 0
xmonad/xmonad/290 0
lens/ekmett/733 0
gitit/jgm/568 0
xmonad/xmonad/289 0
IHaskell/gibiansky/396 0
xmonad/xmonad/288 0
hakyll/jaspervdj/310 0
xmonad/xmonad/287 0
servant/haskell-servant/731 0
gitit/jgm/567 0
xmonad/xmonad/286 0
servant/haskell-servant/724 0
lens/ekmett/732 0
xmonad/xmonad/285 0
IHaskell/gibiansky/395 0
hakyll/jaspervdj/308 0
xmonad/xmonad/284 0
gitit/jgm/566 0
IHaskell/gibiansky/394 0
gitit/jgm/564 0
xmonad/xmonad/283 0
hakyll/jaspervdj/307 0
servant/haskell-servant/730 0
xmonad/xmonad/282 0
gitit/jgm/563 0
hakyll/jaspervdj/309 0
lens/ekmett/727 0
IHaskell/gibiansky/390 0
hakyll/jaspervdj/302 0
xmonad/xmonad/263 0
gitit/jgm/546 0
xmonad/xmonad/262 0
lens/ekmett/721 0
IHaskell/gibiansky/386 0
gitit/jgm/545 0
xmonad/xmonad/261 0
xmonad/xmonad/260 0
servant/haskell-servant/720 0
IHaskell/gibiansky/385 0
hakyll/jaspervdj/298 0
xmonad/xmonad/259 0
xmonad/xmonad/264 0
lens/ekmett/719 0
gitit/jgm/544 0
xmonad/xmonad/258 0
xmonad/xmonad/257 0
hakyll/jaspervdj/297 0
gitit/jgm/543 0
xmonad/xmonad/256 0
lens/ekmett/718 0
IHaskell/gibiansky/384 0
lens/ekmett/717 0
xmonad/xmonad/255 0
xmonad/xmonad/254 0
hakyll/jaspervdj/296 0
servant/haskell-servant/719 0
IHaskell/gibiansky/397 0
gitit/jgm/547 0
hakyll/jaspervdj/299 0
xmonad/xmonad/273 0
IHaskell/gibiansky/389 0
gitit/jgm/554 0
xmonad/xmonad/272 0
gitit/jgm/553 0
hakyll/jaspervdj/301 0
xmonad/xmonad/271 0
lens/ekmett/726 0
gitit/jgm/552 0
xmonad/xmonad/270 0
servant/haskell-servant/723 0
hakyll/jaspervdj/300 0
lens/ekmett/722 0
xmonad/xmonad/269 0
gitit/jgm/551 0
xmonad/xmonad/268 0
gitit/jgm/550 0
xmonad/xmonad/267 0
servant/haskell-servant/722 0
IHaskell/gibiansky/387 0
lens/ekmett/723 0
gitit/jgm/549 0
xmonad/xmonad/266 0
gitit/jgm/548 0
servant/haskell-servant/721 0
xmonad/xmonad/265 0
IHaskell/gibiansky/388 0
servant/haskell-servant/760 0
xmonad/xmonad/371 0
IHaskell/gibiansky/447 0
IHaskell/gibiansky/500 0
xmonad/xmonad/474 0
lens/ekmett/88 0
xmonad/xmonad/473 0
lens/ekmett/87 0
IHaskell/gibiansky/499 0
xmonad/xmonad/472 0
servant/haskell-servant/801 0
lens/ekmett/819 0
xmonad/xmonad/471 0
lens/ekmett/818 0
IHaskell/gibiansky/497 0
xmonad/xmonad/470 0
servant/haskell-servant/800 0
xmonad/xmonad/469 0
IHaskell/gibiansky/496 0
xmonad/xmonad/468 0
lens/ekmett/815 0
xmonad/xmonad/467 0
lens/ekmett/86 0
IHaskell/gibiansky/495 0
lens/ekmett/814 0
lens/ekmett/85 0
xmonad/xmonad/466 0
lens/ekmett/84 0
servant/haskell-servant/802 0
xmonad/xmonad/476 0
lens/ekmett/821 0
xmonad/xmonad/477 0
lens/ekmett/99 0
git-annex/joeyh/21 0
lens/ekmett/827 0
git-annex/joeyh/20 0
lens/ekmett/98 0
servant/haskell-servant/804 0
lens/ekmett/97 0
lens/ekmett/826 0
git-annex/joeyh/19 0
git-annex/joeyh/18 0
lens/ekmett/96 0
git-annex/joeyh/17 0
IHaskell/gibiansky/494 0
servant/haskell-servant/803 0
git-annex/joeyh/16 0
lens/ekmett/95 0
lens/ekmett/823 0
git-annex/joeyh/15 0
IHaskell/gibiansky/505 0
IHaskell/gibiansky/502 0
lens/ekmett/94 0
git-annex/joeyh/1 0
lens/ekmett/822 0
lens/ekmett/91 0
IHaskell/gibiansky/501 0
lens/ekmett/90 0
lens/ekmett/824 0
lens/ekmett/828 0
xmonad/xmonad/465 0
lens/ekmett/83 0
xmonad/xmonad/453 0
lens/ekmett/67 0
lens/ekmett/801 0
lens/ekmett/66 0
xmonad/xmonad/452 0
lens/ekmett/65 0
lens/ekmett/799 0
xmonad/xmonad/451 0
lens/ekmett/64 0
xmonad/xmonad/450 0
lens/ekmett/798 0
xmonad/xmonad/449 0
lens/ekmett/63 0
xmonad/xmonad/448 0
lens/ekmett/62 0
lens/ekmett/61 0
lens/ekmett/797 0
xmonad/xmonad/447 0
lens/ekmett/60 0
lens/ekmett/796 0
xmonad/xmonad/446 0
servant/haskell-servant/796 0
lens/ekmett/59 0
IHaskell/gibiansky/490 0
xmonad/xmonad/445 0
lens/ekmett/805 0
lens/ekmett/68 0
xmonad/xmonad/454 0
servant/haskell-servant/797 0
servant/haskell-servant/799 0
xmonad/xmonad/464 0
lens/ekmett/812 0
xmonad/xmonad/463 0
xmonad/xmonad/462 0
lens/ekmett/82 0
lens/ekmett/810 0
lens/ekmett/81 0
xmonad/xmonad/461 0
IHaskell/gibiansky/493 0
lens/ekmett/807 0
xmonad/xmonad/460 0
lens/ekmett/813 0
lens/ekmett/78 0
servant/haskell-servant/798 0
xmonad/xmonad/459 0
IHaskell/gibiansky/492 0
lens/ekmett/77 0
xmonad/xmonad/458 0
lens/ekmett/72 0
xmonad/xmonad/457 0
lens/ekmett/71 0
xmonad/xmonad/456 0
IHaskell/gibiansky/491 0
lens/ekmett/69 0
xmonad/xmonad/455 0
lens/ekmett/806 0
git-annex/joeyh/22 0
lens/ekmett/100 0
git-annex/joeyh/23 0
lens/ekmett/136 0
git-annex/joeyh/53 0
git-annex/joeyh/52 0
lens/ekmett/844 0
lens/ekmett/135 0
lens/ekmett/134 0
git-annex/joeyh/51 0
servant/haskell-servant/814 0
lens/ekmett/133 0
git-annex/joeyh/50 0
lens/ekmett/131 0
git-annex/joeyh/49 0
git-annex/joeyh/48 0
servant/haskell-servant/813 0
IHaskell/gibiansky/518 0
git-annex/joeyh/47 0
lens/ekmett/130 0
servant/haskell-servant/812 0
IHaskell/gibiansky/517 0
lens/ekmett/128 0
lens/ekmett/843 0
git-annex/joeyh/46 0
IHaskell/gibiansky/516 0
lens/ekmett/126 0
git-annex/joeyh/45 0
servant/haskell-servant/815 0
IHaskell/gibiansky/519 0
lens/ekmett/138 0
lens/ekmett/845 0
git-annex/joeyh/59 0
lens/ekmett/853 0
lens/ekmett/148 0
git-annex/joeyh/58 0
IHaskell/gibiansky/525 0
lens/ekmett/851 0
lens/ekmett/147 0
git-annex/joeyh/57 0
IHaskell/gibiansky/524 0
lens/ekmett/146 0
servant/haskell-servant/817 0
IHaskell/gibiansky/523 0
git-annex/joeyh/44 0
git-annex/joeyh/56 0
IHaskell/gibiansky/522 0
lens/ekmett/848 0
lens/ekmett/142 0
IHaskell/gibiansky/521 0
servant/haskell-servant/816 0
lens/ekmett/847 0
lens/ekmett/141 0
lens/ekmett/140 0
lens/ekmett/846 0
lens/ekmett/139 0
IHaskell/gibiansky/520 0
git-annex/joeyh/55 0
lens/ekmett/143 0
lens/ekmett/125 0
git-annex/joeyh/43 0
servant/haskell-servant/811 0
lens/ekmett/113 0
git-annex/joeyh/35 0
lens/ekmett/837 0
lens/ekmett/111 0
git-annex/joeyh/32 0
lens/ekmett/110 0
lens/ekmett/835 0
lens/ekmett/109 0
git-annex/joeyh/31 0
servant/haskell-servant/806 0
lens/ekmett/833 0
git-annex/joeyh/30 0
IHaskell/gibiansky/508 0
lens/ekmett/108 0
git-annex/joeyh/29 0
lens/ekmett/107 0
servant/haskell-servant/805 0
git-annex/joeyh/27 0
lens/ekmett/105 0
lens/ekmett/830 0
git-annex/joeyh/26 0
lens/ekmett/104 0
lens/ekmett/103 0
git-annex/joeyh/25 0
lens/ekmett/101 0
lens/ekmett/829 0
lens/ekmett/832 0
lens/ekmett/795 0
git-annex/joeyh/36 0
git-annex/joeyh/37 0
lens/ekmett/123 0
IHaskell/gibiansky/515 0
git-annex/joeyh/42 0
lens/ekmett/122 0
IHaskell/gibiansky/514 0
git-annex/joeyh/41 0
servant/haskell-servant/810 0
lens/ekmett/121 0
lens/ekmett/841 0
IHaskell/gibiansky/513 0
lens/ekmett/840 0
lens/ekmett/120 0
IHaskell/gibiansky/509 0
IHaskell/gibiansky/512 0
git-annex/joeyh/40 0
lens/ekmett/119 0
IHaskell/gibiansky/511 0
lens/ekmett/116 0
lens/ekmett/115 0
servant/haskell-servant/808 0
git-annex/joeyh/39 0
lens/ekmett/839 0
lens/ekmett/114 0
IHaskell/gibiansky/510 0
lens/ekmett/838 0
servant/haskell-servant/807 0
servant/haskell-servant/809 0
xmonad/xmonad/444 0
lens/ekmett/57 0
servant/haskell-servant/795 0
gitit/jgm/633 0
xmonad/xmonad/397 0
lens/ekmett/770 0
gitit/jgm/632 0
servant/haskell-servant/772 0
IHaskell/gibiansky/462 0
xmonad/xmonad/396 0
gitit/jgm/631 0
xmonad/xmonad/395 0
lens/ekmett/768 0
gitit/jgm/630 0
xmonad/xmonad/394 0
IHaskell/gibiansky/461 0
servant/haskell-servant/771 0
lens/ekmett/767 0
xmonad/xmonad/393 0
IHaskell/gibiansky/460 0
gitit/jgm/629 0
servant/haskell-servant/770 0
IHaskell/gibiansky/459 0
xmonad/xmonad/392 0
lens/ekmett/766 0
gitit/jgm/628 0
xmonad/xmonad/391 0
IHaskell/gibiansky/458 0
xmonad/xmonad/398 0
servant/haskell-servant/773 0
lens/ekmett/772 0
lens/ekmett/1 0
xmonad/xmonad/401 0
lens/ekmett/16 0
lens/ekmett/780 0
xmonad/xmonad/400 0
lens/ekmett/15 0
lens/ekmett/14 0
lens/ekmett/13 0
lens/ekmett/778 0
IHaskell/gibiansky/467 0
lens/ekmett/12 0
servant/haskell-servant/777 0
lens/ekmett/777 0
gitit/jgm/627 0
lens/ekmett/10 0
lens/ekmett/776 0
lens/ekmett/9 0
lens/ekmett/774 0
lens/ekmett/8 0
IHaskell/gibiansky/464 0
lens/ekmett/6 0
lens/ekmett/773 0
lens/ekmett/4 0
lens/ekmett/3 0
servant/haskell-servant/776 0
lens/ekmett/2 0
xmonad/xmonad/399 0
IHaskell/gibiansky/466 0
xmonad/xmonad/390 0
hakyll/jaspervdj/359 0
lens/ekmett/765 0
hakyll/jaspervdj/354 0
xmonad/xmonad/379 0
hakyll/jaspervdj/353 0
gitit/jgm/620 0
gitit/jgm/619 0
xmonad/xmonad/378 0
hakyll/jaspervdj/352 0
xmonad/xmonad/377 0
servant/haskell-servant/765 0
gitit/jgm/618 0
xmonad/xmonad/376 0
hakyll/jaspervdj/351 0
lens/ekmett/764 0
IHaskell/gibiansky/451 0
lens/ekmett/761 0
xmonad/xmonad/375 0
IHaskell/gibiansky/450 0
hakyll/jaspervdj/350 0
xmonad/xmonad/374 0
gitit/jgm/617 0
servant/haskell-servant/761 0
lens/ekmett/759 0
xmonad/xmonad/373 0
xmonad/xmonad/372 0
lens/ekmett/758 0
gitit/jgm/616 0
servant/haskell-servant/763 0
lens/ekmett/17 0
xmonad/xmonad/380 0
xmonad/xmonad/381 0
IHaskell/gibiansky/456 0
xmonad/xmonad/389 0
servant/haskell-servant/769 0
IHaskell/gibiansky/455 0
gitit/jgm/626 0
hakyll/jaspervdj/358 0
xmonad/xmonad/388 0
servant/haskell-servant/768 0
hakyll/jaspervdj/357 0
xmonad/xmonad/387 0
gitit/jgm/625 0
servant/haskell-servant/767 0
gitit/jgm/621 0
xmonad/xmonad/386 0
xmonad/xmonad/385 0
xmonad/xmonad/384 0
IHaskell/gibiansky/454 0
gitit/jgm/624 0
gitit/jgm/623 0
xmonad/xmonad/383 0
servant/haskell-servant/766 0
IHaskell/gibiansky/453 0
xmonad/xmonad/382 0
gitit/jgm/622 0
hakyll/jaspervdj/355 0
IHaskell/gibiansky/452 0
hakyll/jaspervdj/356 0
xmonad/xmonad/217 0
xmonad/xmonad/402 0
servant/haskell-servant/778 0
lens/ekmett/43 0
servant/haskell-servant/789 0
lens/ekmett/42 0
xmonad/xmonad/432 0
servant/haskell-servant/788 0
xmonad/xmonad/431 0
lens/ekmett/41 0
lens/ekmett/792 0
IHaskell/gibiansky/484 0
xmonad/xmonad/430 0
lens/ekmett/40 0
servant/haskell-servant/786 0
xmonad/xmonad/429 0
lens/ekmett/39 0
IHaskell/gibiansky/482 0
xmonad/xmonad/428 0
lens/ekmett/38 0
IHaskell/gibiansky/481 0
servant/haskell-servant/785 0
xmonad/xmonad/427 0
lens/ekmett/37 0
xmonad/xmonad/426 0
lens/ekmett/36 0
xmonad/xmonad/425 0
lens/ekmett/35 0
xmonad/xmonad/433 0
xmonad/xmonad/434 0
lens/ekmett/44 0
IHaskell/gibiansky/485 0
xmonad/xmonad/443 0
servant/haskell-servant/794 0
lens/ekmett/56 0
xmonad/xmonad/442 0
IHaskell/gibiansky/489 0
IHaskell/gibiansky/488 0
lens/ekmett/54 0
xmonad/xmonad/441 0
lens/ekmett/794 0
lens/ekmett/52 0
xmonad/xmonad/440 0
servant/haskell-servant/793 0
IHaskell/gibiansky/478 0
IHaskell/gibiansky/487 0
lens/ekmett/50 0
lens/ekmett/49 0
lens/ekmett/793 0
xmonad/xmonad/438 0
IHaskell/gibiansky/486 0
xmonad/xmonad/437 0
lens/ekmett/48 0
servant/haskell-servant/792 0
xmonad/xmonad/436 0
lens/ekmett/46 0
xmonad/xmonad/435 0
servant/haskell-servant/790 0
xmonad/xmonad/439 0
xmonad/xmonad/424 0
lens/ekmett/34 0
servant/haskell-servant/784 0
servant/haskell-servant/781 0
lens/ekmett/787 0
lens/ekmett/25 0
xmonad/xmonad/411 0
IHaskell/gibiansky/472 0
lens/ekmett/24 0
xmonad/xmonad/410 0
lens/ekmett/22 0
lens/ekmett/783 0
servant/haskell-servant/780 0
xmonad/xmonad/409 0
lens/ekmett/782 0
xmonad/xmonad/412 0
xmonad/xmonad/408 0
lens/ekmett/21 0
servant/haskell-servant/779 0
lens/ekmett/781 0
lens/ekmett/20 0
xmonad/xmonad/407 0
xmonad/xmonad/406 0
IHaskell/gibiansky/469 0
lens/ekmett/19 0
xmonad/xmonad/405 0
IHaskell/gibiansky/468 0
xmonad/xmonad/404 0
lens/ekmett/18 0
IHaskell/gibiansky/471 0
xmonad/xmonad/403 0
lens/ekmett/26 0
lens/ekmett/27 0
xmonad/xmonad/423 0
lens/ekmett/33 0
lens/ekmett/791 0
xmonad/xmonad/422 0
IHaskell/gibiansky/476 0
lens/ekmett/790 0
xmonad/xmonad/421 0
lens/ekmett/789 0
xmonad/xmonad/420 0
lens/ekmett/32 0
IHaskell/gibiansky/475 0
servant/haskell-servant/783 0
xmonad/xmonad/413 0
lens/ekmett/31 0
lens/ekmett/30 0
xmonad/xmonad/418 0
IHaskell/gibiansky/474 0
lens/ekmett/788 0
servant/haskell-servant/782 0
xmonad/xmonad/417 0
IHaskell/gibiansky/473 0
xmonad/xmonad/416 0
lens/ekmett/29 0
xmonad/xmonad/415 0
lens/ekmett/28 0
xmonad/xmonad/414 0
xmonad/xmonad/419 0
servant/haskell-servant/706 0
lens/ekmett/699 0
gitit/jgm/509 0
eta/typelead/604 0
IHaskell/gibiansky/268 0
lens/ekmett/583 0
xmonad/xmonad/109 0
hakyll/jaspervdj/175 0
servant/haskell-servant/627 0
eta/typelead/603 0
gitit/jgm/365 0
hakyll/jaspervdj/174 0
IHaskell/gibiansky/266 0
lens/ekmett/582 0
servant/haskell-servant/626 0
xmonad/xmonad/108 0
gitit/jgm/364 0
servant/haskell-servant/625 0
IHaskell/gibiansky/265 0
hakyll/jaspervdj/173 0
gitit/jgm/363 0
servant/haskell-servant/624 0
IHaskell/gibiansky/264 0
hakyll/jaspervdj/172 0
gitit/jgm/362 0
IHaskell/gibiansky/263 0
xmonad/xmonad/107 0
gitit/jgm/361 0
hakyll/jaspervdj/176 0
gitit/jgm/366 0
lens/ekmett/584 0
IHaskell/gibiansky/269 0
eta/typelead/609 0
lens/ekmett/592 0
hakyll/jaspervdj/179 0
IHaskell/gibiansky/271 0
lens/ekmett/590 0
hakyll/jaspervdj/178 0
gitit/jgm/371 0
eta/typelead/608 0
servant/haskell-servant/630 0
xmonad/xmonad/111 0
gitit/jgm/370 0
eta/typelead/607 0
hakyll/jaspervdj/171 0
hakyll/jaspervdj/177 0
gitit/jgm/369 0
IHaskell/gibiansky/270 0
lens/ekmett/587 0
gitit/jgm/368 0
servant/haskell-servant/629 0
eta/typelead/606 0
lens/ekmett/586 0
servant/haskell-servant/628 0
lens/ekmett/585 0
gitit/jgm/367 0
eta/typelead/605 0
xmonad/xmonad/110 0
lens/ekmett/588 0
hakyll/jaspervdj/180 0
IHaskell/gibiansky/262 0
gitit/jgm/360 0
hakyll/jaspervdj/169 0
lens/ekmett/576 0
lens/ekmett/575 0
servant/haskell-servant/615 0
lens/ekmett/574 0
xmonad/xmonad/102 0
hakyll/jaspervdj/168 0
gitit/jgm/352 0
eta/typelead/600 0
lens/ekmett/573 0
servant/haskell-servant/614 0
hakyll/jaspervdj/167 0
eta/typelead/599 0
gitit/jgm/350 0
xmonad/xmonad/101 0
gitit/jgm/349 0
hakyll/jaspervdj/166 0
xmonad/xmonad/100 0
hakyll/jaspervdj/165 0
eta/typelead/598 0
hakyll/jaspervdj/164 0
eta/typelead/597 0
IHaskell/gibiansky/255 0
servant/haskell-servant/613 0
xmonad/xmonad/99 0
servant/haskell-servant/616 0
xmonad/xmonad/103 0
eta/typelead/601 0
gitit/jgm/353 0
hakyll/jaspervdj/170 0
servant/haskell-servant/622 0
gitit/jgm/359 0
IHaskell/gibiansky/261 0
lens/ekmett/581 0
IHaskell/gibiansky/260 0
gitit/jgm/358 0
lens/ekmett/580 0
xmonad/xmonad/106 0
lens/ekmett/579 0
IHaskell/gibiansky/258 0
gitit/jgm/357 0
servant/haskell-servant/623 0
servant/haskell-servant/621 0
servant/haskell-servant/619 0
IHaskell/gibiansky/257 0
IHaskell/gibiansky/256 0
gitit/jgm/356 0
lens/ekmett/578 0
xmonad/xmonad/104 0
gitit/jgm/355 0
lens/ekmett/577 0
servant/haskell-servant/618 0
gitit/jgm/354 0
eta/typelead/602 0
servant/haskell-servant/617 0
xmonad/xmonad/105 0
servant/haskell-servant/631 0
gitit/jgm/372 0
xmonad/xmonad/112 0
eta/typelead/621 0
xmonad/xmonad/126 0
gitit/jgm/397 0
lens/ekmett/610 0
xmonad/xmonad/125 0
hakyll/jaspervdj/189 0
gitit/jgm/396 0
servant/haskell-servant/641 0
lens/ekmett/609 0
IHaskell/gibiansky/281 0
gitit/jgm/394 0
hakyll/jaspervdj/188 0
gitit/jgm/393 0
lens/ekmett/606 0
servant/haskell-servant/640 0
eta/typelead/620 0
lens/ekmett/605 0
xmonad/xmonad/124 0
eta/typelead/619 0
gitit/jgm/392 0
eta/typelead/618 0
gitit/jgm/391 0
xmonad/xmonad/123 0
eta/typelead/617 0
gitit/jgm/390 0
lens/ekmett/611 0
gitit/jgm/398 0
servant/haskell-servant/642 0
lens/ekmett/612 0
hakyll/jaspervdj/194 0
gitit/jgm/403 0
servant/haskell-servant/645 0
xmonad/xmonad/131 0
hakyll/jaspervdj/193 0
gitit/jgm/401 0
lens/ekmett/613 0
xmonad/xmonad/130 0
hakyll/jaspervdj/192 0
IHaskell/gibiansky/285 0
eta/typelead/625 0
xmonad/xmonad/129 0
lens/ekmett/604 0
servant/haskell-servant/644 0
hakyll/jaspervdj/191 0
eta/typelead/623 0
IHaskell/gibiansky/284 0
hakyll/jaspervdj/190 0
xmonad/xmonad/128 0
gitit/jgm/400 0
IHaskell/gibiansky/283 0
eta/typelead/622 0
servant/haskell-servant/643 0
xmonad/xmonad/127 0
IHaskell/gibiansky/282 0
gitit/jgm/399 0
eta/typelead/624 0
xmonad/xmonad/122 0
servant/haskell-servant/639 0
xmonad/xmonad/121 0
gitit/jgm/380 0
servant/haskell-servant/634 0
eta/typelead/616 0
gitit/jgm/379 0
eta/typelead/615 0
gitit/jgm/378 0
xmonad/xmonad/116 0
IHaskell/gibiansky/275 0
eta/typelead/614 0
hakyll/jaspervdj/183 0
xmonad/xmonad/115 0
gitit/jgm/377 0
gitit/jgm/381 0
xmonad/xmonad/114 0
gitit/jgm/375 0
eta/typelead/613 0
servant/haskell-servant/632 0
gitit/jgm/374 0
hakyll/jaspervdj/182 0
xmonad/xmonad/113 0
lens/ekmett/596 0
eta/typelead/612 0
gitit/jgm/373 0
IHaskell/gibiansky/273 0
lens/ekmett/593 0
hakyll/jaspervdj/181 0
servant/haskell-servant/633 0
IHaskell/gibiansky/254 0
servant/haskell-servant/635 0
hakyll/jaspervdj/184 0
servant/haskell-servant/638 0
gitit/jgm/388 0
xmonad/xmonad/120 0
lens/ekmett/603 0
gitit/jgm/387 0
xmonad/xmonad/119 0
lens/ekmett/602 0
IHaskell/gibiansky/280 0
servant/haskell-servant/637 0
lens/ekmett/601 0
gitit/jgm/386 0
gitit/jgm/385 0
IHaskell/gibiansky/276 0
hakyll/jaspervdj/187 0
hakyll/jaspervdj/186 0
IHaskell/gibiansky/279 0
gitit/jgm/384 0
lens/ekmett/599 0
IHaskell/gibiansky/278 0
gitit/jgm/383 0
xmonad/xmonad/118 0
xmonad/xmonad/117 0
lens/ekmett/598 0
hakyll/jaspervdj/185 0
servant/haskell-servant/636 0
gitit/jgm/382 0
lens/ekmett/600 0
gitit/jgm/347 0
servant/haskell-servant/612 0
hakyll/jaspervdj/163 0
lens/ekmett/545 0
gitit/jgm/314 0
IHaskell/gibiansky/233 0
hakyll/jaspervdj/130 0
lens/ekmett/544 0
gitit/jgm/313 0
IHaskell/gibiansky/232 0
eta/typelead/571 0
IHaskell/gibiansky/231 0
hakyll/jaspervdj/129 0
gitit/jgm/312 0
xmonad/xmonad/86 0
lens/ekmett/542 0
hakyll/jaspervdj/128 0
gitit/jgm/311 0
servant/haskell-servant/593 0
eta/typelead/570 0
lens/ekmett/540 0
servant/haskell-servant/592 0
hakyll/jaspervdj/127 0
gitit/jgm/310 0
hakyll/jaspervdj/126 0
eta/typelead/569 0
gitit/jgm/309 0
servant/haskell-servant/591 0
xmonad/xmonad/87 0
eta/typelead/572 0
IHaskell/gibiansky/234 0
hakyll/jaspervdj/131 0
eta/typelead/577 0
IHaskell/gibiansky/238 0
lens/ekmett/551 0
gitit/jgm/318 0
hakyll/jaspervdj/136 0
eta/typelead/576 0
xmonad/xmonad/88 0
IHaskell/gibiansky/237 0
lens/ekmett/550 0
eta/typelead/575 0
gitit/jgm/317 0
hakyll/jaspervdj/135 0
gitit/jgm/308 0
servant/haskell-servant/595 0
lens/ekmett/549 0
IHaskell/gibiansky/236 0
hakyll/jaspervdj/134 0
gitit/jgm/316 0
eta/typelead/573 0
lens/ekmett/547 0
hakyll/jaspervdj/133 0
hakyll/jaspervdj/132 0
IHaskell/gibiansky/235 0
lens/ekmett/546 0
servant/haskell-servant/594 0
gitit/jgm/315 0
eta/typelead/574 0
IHaskell/gibiansky/230 0
lens/ekmett/539 0
